,attendance,away_team,away_team_errors,away_team_hits,away_team_runs,date,field_type,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,day_of_week,temperature,wind_speed,wind_direction,sky,total_runs,game_hours_dec,season,home_team_win,home_team_loss,home_team_outcome
352,41711.0,Cleveland Indians,1,6,2,2016-10-30,on grass,Night Game,Chicago Cubs,0,7,3,7:17 p.m. Local,Wrigley Field,Sunday,50.0,10.0, in from Centerfield,Cloudy,5,3.45,post season,1,0,Win
353,41706.0,Cleveland Indians,0,10,7,2016-10-29,on grass,Night Game,Chicago Cubs,2,7,2,7:09 p.m. Local,Wrigley Field,Saturday,59.0,7.0, in from Centerfield,Cloudy,9,3.2666666666666666,post season,0,1,Loss
354,41703.0,Cleveland Indians,1,8,1,2016-10-28,on grass,Night Game,Chicago Cubs,0,5,0,7:08 p.m. Local,Wrigley Field,Friday,62.0,14.0, out to Centerfield,Cloudy,1,3.55,post season,0,1,Loss
355,38172.0,Chicago Cubs,0,9,5,2016-10-26,on grass,Night Game,Cleveland Indians,2,4,1,7:08 p.m. Local,Progressive Field,Wednesday,43.0,11.0, from Right to Left,Cloudy,6,4.066666666666666,post season,0,1,Loss
356,38091.0,Chicago Cubs,0,7,0,2016-10-25,on grass,Night Game,Cleveland Indians,0,10,6,8:10 p.m. Local,Progressive Field,Tuesday,50.0,10.0, in from Rightfield,Cloudy,6,3.6166666666666667,post season,1,0,Win
357,42386.0,Los Angeles Dodgers,1,2,0,2016-10-22,on grass,Night Game,Chicago Cubs,1,7,5,7:09 p.m. Local,Wrigley Field,Saturday,61.0,5.0, from Right to Left,Night,5,2.6,post season,1,0,Win
358,54449.0,Chicago Cubs,0,13,8,2016-10-20,on grass,Night Game,Los Angeles Dodgers,1,9,4,8:09 p.m. Local,Dodger Stadium,Thursday,89.0,7.0, out to Centerfield,Night,12,4.266666666666667,post season,0,1,Loss
359,48800.0,Cleveland Indians,0,6,3,2016-10-19,on turf,Day Game,Toronto Blue Jays,1,6,0,4:09 p.m. Local,Rogers Centre,Wednesday,68.0,0.0, in unknown direction,In Dome,3,2.6166666666666667,post season,0,1,Loss
360,54449.0,Chicago Cubs,2,13,10,2016-10-19,on grass,Night Game,Los Angeles Dodgers,4,6,2,5:10 p.m. Local,Dodger Stadium,Wednesday,89.0,4.0, out to Rightfield,Night,12,3.966666666666667,post season,0,1,Loss
361,49142.0,Cleveland Indians,1,2,1,2016-10-18,on turf,Day Game,Toronto Blue Jays,0,9,5,4:08 p.m. Local,Rogers Centre,Tuesday,68.0,0.0, in unknown direction,In Dome,6,3.0166666666666666,post season,1,0,Win
362,54269.0,Chicago Cubs,0,4,0,2016-10-18,on grass,Night Game,Los Angeles Dodgers,0,10,6,5:09 p.m. Local,Dodger Stadium,Tuesday,72.0,4.0, out to Centerfield,Night,6,3.3,post season,1,0,Win
363,49507.0,Cleveland Indians,0,7,4,2016-10-17,on turf,Night Game,Toronto Blue Jays,0,7,2,8:09 p.m. Local,Rogers Centre,Monday,68.0,0.0, in unknown direction,In Dome,6,3.3833333333333333,post season,0,1,Loss
364,42384.0,Los Angeles Dodgers,1,3,1,2016-10-16,on grass,Night Game,Chicago Cubs,0,2,0,7:08 p.m. Local,Wrigley Field,Sunday,70.0,6.0, from Right to Left,Overcast,1,2.75,post season,0,1,Loss
365,37870.0,Toronto Blue Jays,1,3,1,2016-10-15,on grass,Day Game,Cleveland Indians,0,4,2,4:09 p.m. Local,Progressive Field,Saturday,76.0,14.0, out to Centerfield,Sunny,3,2.7333333333333334,post season,1,0,Win
366,42376.0,Los Angeles Dodgers,0,9,4,2016-10-15,on grass,Night Game,Chicago Cubs,0,9,8,7:09 p.m. Local,Wrigley Field,Saturday,72.0,14.0, out to Leftfield,Cloudy,12,3.6166666666666667,post season,1,0,Win
367,37727.0,Toronto Blue Jays,0,7,0,2016-10-14,on grass,Night Game,Cleveland Indians,0,6,2,8:08 p.m. Local,Progressive Field,Friday,58.0,5.0, out to Leftfield,Night,2,2.7333333333333334,post season,1,0,Win
368,43936.0,Los Angeles Dodgers,0,8,4,2016-10-13,on grass,Night Game,Washington Nationals,0,7,3,8:09 p.m. Local,Nationals Park,Thursday,67.0,11.0, in from Leftfield,Night,7,4.533333333333333,post season,0,1,Loss
369,43166.0,Chicago Cubs,0,6,6,2016-10-11,on grass,Night Game,San Francisco Giants,2,11,5,5:40 p.m. Local,AT&T Park,Tuesday,63.0,11.0, out to Centerfield,Cloudy,11,3.4166666666666665,post season,0,1,Loss
370,49617.0,Washington Nationals,0,8,5,2016-10-11,on grass,Day Game,Los Angeles Dodgers,0,7,6,2:05 p.m. Local,Dodger Stadium,Tuesday,70.0,6.0, out to Centerfield,Cloudy,11,3.7333333333333334,post season,1,0,Win
371,43571.0,Chicago Cubs,2,10,5,2016-10-10,on grass,Night Game,San Francisco Giants,1,13,6,6:39 p.m. Local,AT&T Park,Monday,58.0,13.0, out to Centerfield,Cloudy,11,5.066666666666666,post season,1,0,Win
372,53901.0,Washington Nationals,0,9,8,2016-10-10,on grass,Day Game,Los Angeles Dodgers,1,6,3,1:09 p.m. Local,Dodger Stadium,Monday,84.0,5.0, out to Centerfield,Sunny,11,4.2,post season,0,1,Loss
373,39530.0,Cleveland Indians,0,7,4,2016-10-10,on grass,Night Game,Boston Red Sox,0,8,3,6:10 p.m. Local,Fenway Park,Monday,55.0,17.0, from Left to Right,Night,7,3.6833333333333336,post season,0,1,Loss
374,43826.0,Los Angeles Dodgers,0,8,2,2016-10-09,on grass,Day Game,Washington Nationals,0,9,5,1:08 p.m. Local,Nationals Park,Sunday,62.0,8.0, in from Leftfield,Sunny,7,3.9166666666666665,post season,1,0,Win
375,49555.0,Texas Rangers,1,4,6,2016-10-09,on turf,Night Game,Toronto Blue Jays,0,10,7,7:39 p.m. Local,Rogers Centre,Sunday,68.0,0.0, in unknown direction,In Dome,13,3.35,post season,1,0,Win
376,42392.0,San Francisco Giants,1,6,2,2016-10-08,on grass,Night Game,Chicago Cubs,3,9,5,7:08 p.m. Local,Wrigley Field,Saturday,59.0,6.0, from Right to Left,Night,7,3.05,post season,1,0,Win
377,43915.0,Los Angeles Dodgers,1,8,4,2016-10-07,on grass,Night Game,Washington Nationals,0,9,3,5:38 p.m. Local,Nationals Park,Friday,72.0,7.0, in from Rightfield,Cloudy,7,3.7666666666666666,post season,0,1,Loss
378,48019.0,Toronto Blue Jays,0,6,5,2016-10-07,on grass,Day Game,Texas Rangers,0,13,3,12:08 p.m. Local,Globe Life Park in Arlington,Friday,67.0,10.0, in unknown direction,Overcast,8,3.5,post season,0,1,Loss
379,37842.0,Boston Red Sox,1,3,0,2016-10-07,on grass,Day Game,Cleveland Indians,0,9,6,4:39 p.m. Local,Progressive Field,Friday,80.0,12.0, out to Rightfield,Sunny,6,3.3166666666666664,post season,1,0,Win
380,42148.0,San Francisco Giants,0,6,0,2016-10-07,on grass,Night Game,Chicago Cubs,0,3,1,8:16 p.m. Local,Wrigley Field,Friday,58.0,10.0, from Left to Right,Cloudy,1,2.5,post season,1,0,Win
381,47434.0,Toronto Blue Jays,0,13,10,2016-10-06,on grass,Day Game,Texas Rangers,1,4,1,3:39 p.m. Local,Globe Life Park in Arlington,Thursday,90.0,12.0, from Right to Left,Sunny,11,2.966666666666667,post season,0,1,Loss
382,37762.0,Boston Red Sox,0,10,4,2016-10-06,on grass,Night Game,Cleveland Indians,0,10,5,8:08 p.m. Local,Progressive Field,Thursday,79.0,8.0, out to Leftfield,Night,9,3.55,post season,1,0,Win
383,44747.0,San Francisco Giants,0,5,3,2016-10-05,on grass,Night Game,New York Mets,0,4,0,8:10 p.m. Local,Citi Field,Wednesday,62.0,3.0, out to Leftfield,Night,3,3.183333333333333,post season,0,1,Loss
384,49934.0,Baltimore Orioles,0,4,2,2016-10-04,on turf,Night Game,Toronto Blue Jays,0,9,5,8:08 p.m. Local,Rogers Centre,Tuesday,63.0,18.0, from Right to Left,Night,7,3.4166666666666665,post season,1,0,Win
385,37015.0,Tampa Bay Rays,0,13,6,2016-10-02,on grass,Day Game,Texas Rangers,2,11,4,2:09 p.m. Local,Globe Life Park in Arlington,Sunday,82.0,7.0, from Left to Right,Sunny,10,4.0,regular season,0,1,Loss
386,44615.0,Pittsburgh Pirates,2,9,4,2016-10-02,on grass,Day Game,St. Louis Cardinals,0,12,10,2:16 p.m. Local,Busch Stadium III,Sunday,71.0,6.0, out to Leftfield,Unknown,14,3.2,regular season,1,0,Win
387,41445.0,Los Angeles Dodgers,1,4,1,2016-10-02,on grass,Day Game,San Francisco Giants,0,16,7,12:06 p.m. Local,AT&T Park,Sunday,62.0,10.0, out to Centerfield,Unknown,8,3.066666666666667,regular season,1,0,Win
388,24856.0,Oakland Athletics,0,7,3,2016-10-02,on grass,Day Game,Seattle Mariners,0,6,2,12:10 p.m. Local,Safeco Field,Sunday,58.0,1.0, out to Centerfield,Unknown,5,2.5666666666666664,regular season,0,1,Loss
389,36935.0,New York Mets,3,8,2,2016-10-02,on grass,Day Game,Philadelphia Phillies,0,10,5,3:09 p.m. Local,Citizens Bank Park,Sunday,66.0,2.0, from Right to Left,Cloudy,7,2.65,regular season,1,0,Win
390,33277.0,Baltimore Orioles,0,7,5,2016-10-02,on grass,Day Game,New York Yankees,0,10,2,3:08 p.m. Local,Yankee Stadium III,Sunday,60.0,4.0, from Left to Right,Unknown,7,2.533333333333333,regular season,0,1,Loss
391,29475.0,Cleveland Indians,0,4,3,2016-10-02,on grass,Day Game,Kansas City Royals,0,6,2,2:17 p.m. Local,Kauffman Stadium,Sunday,73.0,2.0, from Right to Left,Cloudy,5,2.4333333333333336,regular season,0,1,Loss
392,27762.0,Milwaukee Brewers,1,10,6,2016-10-02,on grass,Day Game,Colorado Rockies,0,13,4,1:11 p.m. Local,Coors Field,Sunday,77.0,3.0, out to Centerfield,Sunny,10,3.3833333333333333,regular season,0,1,Loss
393,32587.0,Chicago Cubs,0,9,7,2016-10-02,on grass,Day Game,Cincinnati Reds,0,6,4,3:11 p.m. Local,Great American Ball Park,Sunday,71.0,7.0, out to Leftfield,Unknown,11,3.3,regular season,0,1,Loss
394,21904.0,Minnesota Twins,0,9,6,2016-10-02,on grass,Day Game,Chicago White Sox,0,6,3,2:11 p.m. Local,U.S. Cellular Field,Sunday,65.0,6.0, out to Leftfield,Unknown,9,3.0166666666666666,regular season,0,1,Loss
395,36787.0,Toronto Blue Jays,0,9,2,2016-10-02,on grass,Day Game,Boston Red Sox,1,4,1,3:17 p.m. Local,Fenway Park,Sunday,56.0,6.0, out to Leftfield,Unknown,3,3.2333333333333334,regular season,0,1,Loss
396,51220.0,Detroit Tigers,1,5,0,2016-10-02,on grass,Day Game,Atlanta Braves,0,6,1,3:13 p.m. Local,Turner Field,Sunday,80.0,8.0, from Left to Right,Cloudy,1,2.783333333333333,regular season,1,0,Win
397,31385.0,San Diego Padres,0,7,2,2016-10-02,on grass,Day Game,Arizona Diamondbacks,0,9,3,12:10 p.m. Local,Chase Field,Sunday,79.0,0.0, in unknown direction,In Dome,5,2.6166666666666667,regular season,1,0,Win
398,28083.0,Houston Astros,0,7,1,2016-10-02,on grass,Day Game,Los Angeles Angels of Anaheim,0,9,8,12:08 p.m. Local,Angel Stadium of Anaheim,Sunday,75.0,5.0, out to Centerfield,Cloudy,9,2.7,regular season,1,0,Win
399,31635.0,Miami Marlins,0,4,1,2016-10-01,on grass,Day Game,Washington Nationals,1,7,2,4:06 p.m. Local,Nationals Park,Saturday,66.0,4.0, in from Centerfield,Overcast,3,3.05,regular season,1,0,Win
400,42093.0,Tampa Bay Rays,1,5,4,2016-10-01,on grass,Night Game,Texas Rangers,1,3,1,7:07 p.m. Local,Globe Life Park in Arlington,Saturday,79.0,5.0, in from Rightfield,Sunny,5,2.65,regular season,0,1,Loss
401,43328.0,Pittsburgh Pirates,0,7,3,2016-10-01,on grass,Day Game,St. Louis Cardinals,0,11,4,12:06 p.m. Local,Busch Stadium III,Saturday,67.0,11.0, from Left to Right,Unknown,7,3.2,regular season,1,0,Win
402,41320.0,Los Angeles Dodgers,1,3,0,2016-10-01,on grass,Day Game,San Francisco Giants,0,7,3,1:05 p.m. Local,AT&T Park,Saturday,65.0,14.0, out to Centerfield,Sunny,3,2.25,regular season,1,0,Win
403,29522.0,Oakland Athletics,1,16,9,2016-10-01,on grass,Night Game,Seattle Mariners,2,13,8,6:10 p.m. Local,Safeco Field,Saturday,60.0,1.0, in unknown direction,In Dome,17,4.016666666666667,regular season,0,1,Loss
404,20225.0,New York Mets,0,11,5,2016-10-01,on grass,Day Game,Philadelphia Phillies,0,8,3,1:07 p.m. Local,Citizens Bank Park,Saturday,63.0,10.0, from Left to Right,Unknown,8,3.0166666666666666,regular season,0,1,Loss
405,33222.0,Baltimore Orioles,0,9,3,2016-10-01,on grass,Day Game,New York Yankees,0,12,7,4:08 p.m. Local,Yankee Stadium III,Saturday,60.0,10.0, from Left to Right,Unknown,10,2.9,regular season,1,0,Win
406,28569.0,Cleveland Indians,0,8,6,2016-10-01,on grass,Day Game,Kansas City Royals,1,8,3,3:16 p.m. Local,Kauffman Stadium,Saturday,68.0,4.0, in from Leftfield,Overcast,9,3.3666666666666667,regular season,0,1,Loss
407,32835.0,Milwaukee Brewers,1,7,4,2016-10-01,on grass,Night Game,Colorado Rockies,1,12,3,6:11 p.m. Local,Coors Field,Saturday,75.0,2.0, in from Leftfield,Sunny,7,3.4333333333333336,regular season,0,1,Loss
408,30970.0,Chicago Cubs,1,8,4,2016-10-01,on grass,Day Game,Cincinnati Reds,0,10,7,4:10 p.m. Local,Great American Ball Park,Saturday,65.0,8.0, from Right to Left,Overcast,11,3.1333333333333333,regular season,1,0,Win
409,25730.0,Minnesota Twins,0,5,6,2016-10-01,on grass,Night Game,Chicago White Sox,0,4,0,6:11 p.m. Local,U.S. Cellular Field,Saturday,61.0,5.0, out to Centerfield,Cloudy,6,2.533333333333333,regular season,0,1,Loss
410,37396.0,Toronto Blue Jays,0,4,4,2016-10-01,on grass,Night Game,Boston Red Sox,0,5,3,7:09 p.m. Local,Fenway Park,Saturday,56.0,15.0, in from Centerfield,Drizzle,7,3.4833333333333334,regular season,0,1,Loss
411,40124.0,Detroit Tigers,0,7,3,2016-10-01,on grass,Night Game,Atlanta Braves,0,8,5,7:10 p.m. Local,Turner Field,Saturday,73.0,5.0, out to Rightfield,Cloudy,8,2.85,regular season,1,0,Win
412,32811.0,San Diego Padres,3,11,5,2016-10-01,on grass,Night Game,Arizona Diamondbacks,0,10,9,5:10 p.m. Local,Chase Field,Saturday,75.0,0.0, in unknown direction,In Dome,14,2.7666666666666666,regular season,1,0,Win
413,32487.0,Houston Astros,0,10,3,2016-10-01,on grass,Night Game,Los Angeles Angels of Anaheim,1,4,0,6:07 p.m. Local,Angel Stadium of Anaheim,Saturday,80.0,8.0, out to Rightfield,Sunny,3,2.9166666666666665,regular season,0,1,Loss
414,30857.0,Miami Marlins,0,12,7,2016-09-30,on grass,Night Game,Washington Nationals,2,7,4,8:48 p.m. Local,Nationals Park,Friday,66.0,13.0, from Right to Left,Drizzle,11,3.1333333333333333,regular season,0,1,Loss
415,35968.0,Tampa Bay Rays,0,4,1,2016-09-30,on grass,Night Game,Texas Rangers,2,10,3,7:08 p.m. Local,Globe Life Park in Arlington,Friday,77.0,3.0, in unknown direction,Sunny,4,3.0,regular season,1,0,Win
416,43070.0,Pittsburgh Pirates,2,5,0,2016-09-30,on grass,Night Game,St. Louis Cardinals,0,7,7,7:15 p.m. Local,Busch Stadium III,Friday,64.0,5.0, out to Rightfield,Unknown,7,2.7,regular season,1,0,Win
417,21618.0,Arizona Diamondbacks,0,6,3,2016-09-29,on grass,Day Game,Washington Nationals,0,7,5,1:05 p.m. Local,Nationals Park,Thursday,70.0,14.0, in from Rightfield,Overcast,8,2.9166666666666665,regular season,1,0,Win
418,47791.0,Baltimore Orioles,0,9,4,2016-09-29,on turf,Night Game,Toronto Blue Jays,0,3,0,7:08 p.m. Local,Rogers Centre,Thursday,68.0,0.0, in unknown direction,In Dome,4,2.5833333333333335,regular season,0,1,Loss
419,38830.0,Cincinnati Reds,1,12,3,2016-09-29,on grass,Night Game,St. Louis Cardinals,0,9,4,6:15 p.m. Local,Busch Stadium III,Thursday,66.0,9.0, from Left to Right,Unknown,7,3.2666666666666666,regular season,1,0,Win
420,41275.0,Colorado Rockies,2,10,2,2016-09-29,on grass,Night Game,San Francisco Giants,0,10,7,7:16 p.m. Local,AT&T Park,Thursday,58.0,13.0, out to Centerfield,Cloudy,9,3.25,regular season,1,0,Win
421,19796.0,Oakland Athletics,0,9,2,2016-09-29,on grass,Night Game,Seattle Mariners,0,12,3,7:11 p.m. Local,Safeco Field,Thursday,62.0,1.0, in unknown direction,Unknown,5,2.9,regular season,1,0,Win
422,35804.0,Los Angeles Dodgers,2,15,9,2016-09-29,on grass,Night Game,San Diego Padres,0,14,4,6:17 p.m. Local,Petco Park,Thursday,77.0,7.0, out to Rightfield,Sunny,13,3.6333333333333333,regular season,0,1,Loss
423,19991.0,Chicago Cubs,1,4,1,2016-09-29,on grass,Night Game,Pittsburgh Pirates,0,2,1,7:06 p.m. Local,PNC Park,Thursday,63.0,12.0, in from Leftfield,Overcast,2,1.25,regular season,0,0,Loss
424,41597.0,Boston Red Sox,0,4,1,2016-09-29,on grass,Night Game,New York Yankees,0,8,5,7:07 p.m. Local,Yankee Stadium III,Thursday,62.0,8.0, in from Centerfield,Unknown,6,3.283333333333333,regular season,1,0,Win
425,29566.0,Minnesota Twins,0,13,7,2016-09-29,on grass,Night Game,Kansas City Royals,2,13,6,6:15 p.m. Local,Kauffman Stadium,Thursday,69.0,9.0, from Left to Right,Sunny,13,3.2666666666666666,regular season,0,1,Loss
426,14792.0,Tampa Bay Rays,0,11,5,2016-09-29,on grass,Night Game,Chicago White Sox,0,8,3,7:10 p.m. Local,U.S. Cellular Field,Thursday,65.0,16.0, from Left to Right,Unknown,8,3.25,regular season,0,1,Loss
427,32121.0,Philadelphia Phillies,0,9,2,2016-09-29,on grass,Night Game,Atlanta Braves,0,7,5,7:11 p.m. Local,Turner Field,Thursday,72.0,12.0, from Left to Right,Sunny,7,3.3,regular season,1,0,Win
428,20577.0,Arizona Diamondbacks,0,8,3,2016-09-28,on grass,Night Game,Washington Nationals,1,5,0,7:38 p.m. Local,Nationals Park,Wednesday,70.0,9.0, in from Rightfield,Unknown,3,1.9166666666666665,regular season,0,1,Loss
429,44668.0,Baltimore Orioles,2,11,3,2016-09-28,on turf,Night Game,Toronto Blue Jays,0,6,2,7:07 p.m. Local,Rogers Centre,Wednesday,67.0,22.0, from Right to Left,Unknown,5,3.066666666666667,regular season,0,1,Loss
430,36619.0,Milwaukee Brewers,2,10,5,2016-09-28,on grass,Night Game,Texas Rangers,2,10,8,7:07 p.m. Local,Globe Life Park in Arlington,Wednesday,86.0,1.0, in unknown direction,Sunny,13,2.9833333333333334,regular season,1,0,Win
431,36275.0,Cincinnati Reds,0,10,2,2016-09-28,on grass,Night Game,St. Louis Cardinals,2,7,1,7:15 p.m. Local,Busch Stadium III,Wednesday,60.0,15.0, from Left to Right,Cloudy,3,2.8,regular season,0,1,Loss
432,41426.0,Colorado Rockies,0,9,2,2016-09-28,on grass,Night Game,San Francisco Giants,0,5,0,7:15 p.m. Local,AT&T Park,Wednesday,55.0,12.0, out to Centerfield,Unknown,2,2.9166666666666665,regular season,0,1,Loss
433,29471.0,Los Angeles Dodgers,1,9,5,2016-09-28,on grass,Night Game,San Diego Padres,0,8,6,7:11 p.m. Local,Petco Park,Wednesday,71.0,6.0, in unknown direction,Sunny,11,2.75,regular season,1,0,Win
434,24138.0,Chicago Cubs,0,4,4,2016-09-28,on grass,Night Game,Pittsburgh Pirates,2,12,8,7:07 p.m. Local,PNC Park,Wednesday,67.0,12.0, from Left to Right,Cloudy,12,3.0833333333333335,regular season,1,0,Win
435,35520.0,Boston Red Sox,0,5,3,2016-09-28,on grass,Night Game,New York Yankees,1,3,5,7:09 p.m. Local,Yankee Stadium III,Wednesday,61.0,20.0, in from Leftfield,Unknown,8,3.466666666666667,regular season,1,0,Win
436,24335.0,New York Mets,1,10,5,2016-09-28,on grass,Night Game,Miami Marlins,0,7,2,7:12 p.m. Local,Marlins Park,Wednesday,78.0,0.0, in unknown direction,In Dome,7,2.95,regular season,0,1,Loss
437,23437.0,Minnesota Twins,1,8,2,2016-09-28,on grass,Night Game,Kansas City Royals,0,8,5,6:14 p.m. Local,Kauffman Stadium,Wednesday,64.0,14.0, from Left to Right,Sunny,7,2.966666666666667,regular season,1,0,Win
438,21187.0,Seattle Mariners,0,15,12,2016-09-28,on grass,Day Game,Houston Astros,1,11,4,1:10 p.m. Local,Minute Maid Park,Wednesday,73.0,0.0, in unknown direction,In Dome,16,3.2,regular season,0,1,Loss
439,26934.0,Cleveland Indians,0,7,3,2016-09-28,on grass,Night Game,Detroit Tigers,1,8,6,7:10 p.m. Local,Comerica Park,Wednesday,60.0,2.0, out to Centerfield,Drizzle,9,2.033333333333333,regular season,1,0,Win
440,12976.0,Tampa Bay Rays,0,3,0,2016-09-28,on grass,Night Game,Chicago White Sox,0,5,1,7:31 p.m. Local,U.S. Cellular Field,Wednesday,57.0,13.0, from Left to Right,Overcast,1,2.1666666666666665,regular season,1,0,Win
441,22104.0,Philadelphia Phillies,1,4,2,2016-09-28,on grass,Night Game,Atlanta Braves,0,13,12,7:10 p.m. Local,Turner Field,Wednesday,83.0,12.0, out to Rightfield,Sunny,14,2.75,regular season,1,0,Win
442,32524.0,Oakland Athletics,2,9,6,2016-09-28,on grass,Night Game,Los Angeles Angels of Anaheim,0,10,8,7:08 p.m. Local,Angel Stadium of Anaheim,Wednesday,84.0,6.0, out to Leftfield,Unknown,14,3.3,regular season,1,0,Win
443,24297.0,Arizona Diamondbacks,0,6,2,2016-09-27,on grass,Night Game,Washington Nationals,0,3,4,7:05 p.m. Local,Nationals Park,Tuesday,75.0,6.0, out to Leftfield,Sunny,6,2.6666666666666665,regular season,1,0,Win
444,44762.0,Baltimore Orioles,1,8,1,2016-09-27,on turf,Night Game,Toronto Blue Jays,0,9,5,7:07 p.m. Local,Rogers Centre,Tuesday,69.0,20.0, out to Rightfield,Sunny,6,2.65,regular season,1,0,Win
445,29668.0,Milwaukee Brewers,1,10,4,2016-09-27,on grass,Night Game,Texas Rangers,0,7,6,7:07 p.m. Local,Globe Life Park in Arlington,Tuesday,74.0,2.0, out to Rightfield,Unknown,10,3.1666666666666665,regular season,1,0,Win
446,34286.0,Cincinnati Reds,0,12,5,2016-09-27,on grass,Night Game,St. Louis Cardinals,0,13,12,7:16 p.m. Local,Busch Stadium III,Tuesday,70.0,7.0, out to Rightfield,Sunny,17,3.283333333333333,regular season,1,0,Win
447,41582.0,Colorado Rockies,0,8,3,2016-09-27,on grass,Night Game,San Francisco Giants,0,19,12,7:15 p.m. Local,AT&T Park,Tuesday,65.0,10.0, out to Centerfield,Sunny,15,3.0833333333333335,regular season,1,0,Win
448,27376.0,Los Angeles Dodgers,1,5,1,2016-09-27,on grass,Night Game,San Diego Padres,0,6,7,7:11 p.m. Local,Petco Park,Tuesday,70.0,5.0, from Left to Right,Cloudy,8,3.033333333333333,regular season,1,0,Win
449,22454.0,Chicago Cubs,2,8,6,2016-09-27,on grass,Night Game,Pittsburgh Pirates,1,8,4,7:06 p.m. Local,PNC Park,Tuesday,70.0,13.0, out to Leftfield,Sunny,10,3.8166666666666664,regular season,0,1,Loss
450,35161.0,Boston Red Sox,0,10,4,2016-09-27,on grass,Night Game,New York Yankees,1,14,6,7:09 p.m. Local,Yankee Stadium III,Tuesday,71.0,7.0, out to Leftfield,Cloudy,10,3.15,regular season,1,0,Win
451,21759.0,New York Mets,1,19,12,2016-09-27,on grass,Night Game,Miami Marlins,0,6,1,7:12 p.m. Local,Marlins Park,Tuesday,73.0,0.0, in unknown direction,In Dome,13,3.3333333333333335,regular season,0,1,Loss
452,28435.0,Minnesota Twins,0,8,3,2016-09-27,on grass,Night Game,Kansas City Royals,1,7,4,6:16 p.m. Local,Kauffman Stadium,Tuesday,78.0,8.0, from Left to Right,Sunny,7,3.75,regular season,1,0,Win
453,23499.0,Seattle Mariners,2,11,4,2016-09-27,on grass,Night Game,Houston Astros,0,11,8,7:11 p.m. Local,Minute Maid Park,Tuesday,80.0,6.0, in from Centerfield,Unknown,12,2.9166666666666665,regular season,1,0,Win
454,25696.0,Cleveland Indians,0,4,0,2016-09-27,on grass,Night Game,Detroit Tigers,0,16,12,7:10 p.m. Local,Comerica Park,Tuesday,66.0,19.0, from Right to Left,Cloudy,12,3.0166666666666666,regular season,1,0,Win
455,14798.0,Tampa Bay Rays,1,11,6,2016-09-27,on grass,Night Game,Chicago White Sox,1,14,13,7:11 p.m. Local,U.S. Cellular Field,Tuesday,68.0,14.0, out to Rightfield,Unknown,19,2.95,regular season,1,0,Win
456,22348.0,Philadelphia Phillies,0,14,6,2016-09-27,on grass,Night Game,Atlanta Braves,1,10,7,7:41 p.m. Local,Turner Field,Tuesday,71.0,6.0, from Right to Left,Overcast,13,3.033333333333333,regular season,1,0,Win
457,27531.0,Oakland Athletics,1,6,1,2016-09-27,on grass,Night Game,Los Angeles Angels of Anaheim,1,12,8,7:09 p.m. Local,Angel Stadium of Anaheim,Tuesday,85.0,5.0, out to Centerfield,Sunny,9,2.5666666666666664,regular season,1,0,Win
458,18707.0,Arizona Diamondbacks,0,13,14,2016-09-26,on grass,Night Game,Washington Nationals,1,8,4,7:06 p.m. Local,Nationals Park,Monday,70.0,5.0, from Right to Left,Overcast,18,3.35,regular season,0,1,Loss
459,44532.0,New York Yankees,1,11,7,2016-09-26,on turf,Night Game,Toronto Blue Jays,2,6,5,7:07 p.m. Local,Rogers Centre,Monday,68.0,0.0, in unknown direction,In Dome,12,3.3666666666666667,regular season,0,1,Loss
460,27263.0,Milwaukee Brewers,1,10,8,2016-09-26,on grass,Night Game,Texas Rangers,0,8,3,7:07 p.m. Local,Globe Life Park in Arlington,Monday,66.0,8.0, from Right to Left,Overcast,11,2.85,regular season,0,1,Loss
461,34942.0,Cincinnati Reds,0,22,15,2016-09-26,on grass,Night Game,St. Louis Cardinals,0,6,2,7:15 p.m. Local,Busch Stadium III,Monday,67.0,6.0, out to Rightfield,Sunny,17,2.8,regular season,0,1,Loss
462,20519.0,Chicago Cubs,0,18,12,2016-09-26,on grass,Night Game,Pittsburgh Pirates,2,10,2,7:07 p.m. Local,PNC Park,Monday,65.0,4.0, out to Leftfield,Unknown,14,3.5666666666666664,regular season,0,1,Loss
463,26933.0,New York Mets,0,7,3,2016-09-26,on grass,Night Game,Miami Marlins,1,14,7,7:16 p.m. Local,Marlins Park,Monday,77.0,0.0, in unknown direction,In Dome,10,3.466666666666667,regular season,1,0,Win
464,24107.0,Seattle Mariners,0,12,4,2016-09-26,on grass,Night Game,Houston Astros,1,10,3,7:11 p.m. Local,Minute Maid Park,Monday,73.0,0.0, in unknown direction,In Dome,7,3.8666666666666667,regular season,0,1,Loss
465,24981.0,Cleveland Indians,0,8,7,2016-09-26,on grass,Night Game,Detroit Tigers,1,10,4,7:10 p.m. Local,Comerica Park,Monday,65.0,16.0, from Right to Left,Cloudy,11,3.4166666666666665,regular season,0,1,Loss
466,13665.0,Tampa Bay Rays,0,9,1,2016-09-26,on grass,Night Game,Chicago White Sox,1,11,7,7:11 p.m. Local,U.S. Cellular Field,Monday,65.0,13.0, out to Leftfield,Sunny,8,3.066666666666667,regular season,1,0,Win
467,47896.0,New York Yankees,1,8,3,2016-09-25,on turf,Day Game,Toronto Blue Jays,0,9,4,1:08 p.m. Local,Rogers Centre,Sunday,60.0,10.0, from Right to Left,Sunny,7,3.3166666666666664,regular season,1,0,Win
